transaction_id,product_name,amount,customer_full_name,transaction_date,branch
2983,Laptop,12000,James King,2025-08-25,alex
2984,USB Flash Drive,1500,Andrea Porter,2025-08-25,cairo
2985,Laptop,36000,Sylvia White,2025-08-25,cairo
2986,Mouse,250,Joshua Stephenson,2025-08-25,cairo
2987,Mouse,750,Jennifer Cox,2025-08-25,alex
2988,Headphones,4000,Cynthia West,2025-08-25,alex
2989,Laptop,12000,Kevin Key,2025-08-25,tanta
2990,Printer,27000,Joshua Reyes,2025-08-25,alex
2991,Monitor,27000,Melissa Smith,2025-08-25,cairo
2992,Laptop,36000,Richard Oconnor,2025-08-25,cairo
2993,Printer,4500,Jennifer Robinson,2025-08-25,cairo
2994,Monitor,21000,David Williams,2025-08-25,cairo
2995,Printer,13500,Jessica Barajas,2025-08-25,cairo
2996,Mouse,750,Cheryl Owens,2025-08-25,alex
2997,Printer,27000,David Gomez,2025-08-25,alex
2998,Headphones,5600,John Williams,2025-08-25,cairo
2999,Monitor,24000,Erin Carpenter,2025-08-25,tanta
3000,Monitor,15000,Melissa Kent,2025-08-25,cairo
3001,Keyboard,3500,Peter Shaw,2025-08-26,tanta
3002,Mouse,1500,Kara Norton,2025-08-26,cairo
3003,Keyboard,4500,Cheryl Chambers,2025-08-26,tanta
3004,Monitor,6000,Kathy Guzman,2025-08-26,tanta
3005,Monitor,18000,Tiffany Nunez,2025-08-26,alex
3006,Headphones,800,Nicholas Weber,2025-08-26,alex
3007,Mouse,250,Brandon Day,2025-08-26,tanta
3008,Headphones,8000,Maria Griffith,2025-08-26,alex
3009,USB Flash Drive,1200,David Friedman,2025-08-26,tanta
3010,Monitor,15000,Natasha Davis,2025-08-26,cairo
3011,Mouse,750,Natasha Sweeney,2025-08-26,cairo
3012,Laptop,48000,Gregory Wilkins,2025-08-26,cairo
3013,Laptop,108000,Michael Morrow,2025-08-26,cairo
3014,Headphones,7200,Anthony Johnson,2025-08-26,alex
3015,Keyboard,4000,Amanda Mueller,2025-08-26,alex
3016,USB Flash Drive,450,Paige Mccann,2025-08-26,cairo
3017,USB Flash Drive,750,Dana Robinson,2025-08-26,cairo
3018,Monitor,21000,Richard Oconnor,2025-08-26,cairo
3019,Printer,4500,Mary Roberts,2025-08-26,tanta
3020,Headphones,5600,Terry Miller,2025-08-26,tanta
3021,Keyboard,4500,Thomas Donaldson,2025-08-26,cairo
3022,USB Flash Drive,1350,Diana Roberts,2025-08-26,alex
3023,Headphones,4000,Roy Robertson,2025-08-26,alex
3024,Laptop,84000,Steven Ingram,2025-08-26,tanta
3025,Headphones,2400,John Gonzales,2025-08-26,tanta
3026,USB Flash Drive,450,Christopher Pittman,2025-08-26,cairo
3027,Printer,13500,George Johnson,2025-08-26,tanta
3028,Laptop,72000,Tina Brady,2025-08-26,cairo
3029,Headphones,3200,Heather Hernandez,2025-08-26,cairo
3030,Printer,36000,Robin Bray,2025-08-26,cairo
3031,Printer,36000,Christopher Cole,2025-08-26,cairo
3032,Mouse,2250,Russell Baker,2025-08-26,tanta
3033,Monitor,21000,Jessica Reid,2025-08-26,tanta
3034,USB Flash Drive,450,Kurt Mathis,2025-08-26,cairo
3035,Headphones,4800,Brenda Fuentes,2025-08-26,tanta
3036,Printer,31500,Nicole Medina,2025-08-26,alex
3037,USB Flash Drive,1200,Caitlin Crawford,2025-08-26,alex
3038,Headphones,8000,Tiffany Ross,2025-08-26,alex
3039,Laptop,12000,Jonathan Flowers,2025-08-26,tanta
3040,Keyboard,3000,Kevin Grant,2025-08-26,tanta
3041,Printer,18000,Madison Cortez,2025-08-26,alex
3042,Mouse,1500,John Barnes,2025-08-26,cairo
3043,Laptop,12000,Karen Foster,2025-08-26,tanta
3044,Monitor,6000,Andrew Rodriguez,2025-08-26,cairo
3045,Printer,45000,Chris Johnson,2025-08-26,tanta
3046,Headphones,2400,Whitney Elliott,2025-08-26,cairo
3047,Keyboard,5000,Kyle Miller,2025-08-26,tanta
3048,Laptop,72000,Whitney Gregory,2025-08-26,cairo
3049,Monitor,27000,Julia Mack,2025-08-26,alex
3050,Laptop,48000,Peter Shaw,2025-08-26,cairo
3051,Headphones,4800,Randy Long,2025-08-26,cairo
3052,Monitor,6000,Michael Alvarez,2025-08-26,tanta
3053,Laptop,108000,Christine Young,2025-08-26,tanta
3054,Laptop,84000,Mariah Davis,2025-08-26,tanta
3055,Monitor,21000,Allison Barnes,2025-08-26,cairo
3056,Laptop,108000,Matthew Wilson,2025-08-26,tanta
3057,Printer,13500,Jesse Rodriguez,2025-08-26,alex
3058,USB Flash Drive,600,Jill Stephens,2025-08-26,alex
3059,Keyboard,5000,Benjamin Rivera,2025-08-26,tanta
3060,Laptop,108000,Robert Bell,2025-08-26,cairo
3061,Printer,27000,Stephen Compton,2025-08-26,cairo
3062,Headphones,4000,James Hancock,2025-08-26,cairo
3063,Monitor,9000,Rebecca Perkins,2025-08-26,tanta
3064,Laptop,84000,Mackenzie Adams,2025-08-26,cairo
3065,Mouse,250,Lindsey Parker,2025-08-26,alex
3066,Headphones,7200,Samuel Williams,2025-08-26,cairo
3067,USB Flash Drive,1050,Frederick Morrison,2025-08-26,cairo
3068,Printer,22500,Karla Hernandez,2025-08-26,cairo
3069,USB Flash Drive,1050,Jeffrey King,2025-08-26,cairo
3070,Mouse,1000,Christine Hall,2025-08-26,alex
3071,Mouse,2250,Richard Blake,2025-08-26,cairo
3072,Monitor,21000,Jacqueline Hunter,2025-08-26,alex
3073,Monitor,18000,Lisa Keller,2025-08-26,alex
3074,USB Flash Drive,1350,Rhonda Howe,2025-08-26,alex
3075,Monitor,18000,William Dalton,2025-08-26,alex
3076,Monitor,3000,Amber Rivera,2025-08-26,cairo
3077,Keyboard,5000,Monica Garcia,2025-08-26,alex
3078,Laptop,12000,Jennifer Flores,2025-08-26,cairo
3079,Headphones,2400,William Martin,2025-08-26,cairo
3080,Keyboard,4000,Jesus Charles,2025-08-26,alex
3081,Laptop,72000,Jennifer Wong,2025-08-26,cairo
3082,USB Flash Drive,150,Julie Avila,2025-08-26,tanta
3083,Headphones,4800,Hunter Davis,2025-08-26,alex
3084,USB Flash Drive,1200,Jeffrey Marshall,2025-08-26,cairo
3085,Keyboard,3500,Mallory Foster,2025-08-26,alex
3086,Headphones,3200,David Hall,2025-08-26,tanta
3087,Printer,45000,Laura Thompson,2025-08-26,cairo
3088,Printer,36000,Laura Jones,2025-08-26,cairo
3089,USB Flash Drive,900,Angel Sanchez,2025-08-26,alex
3090,Monitor,27000,Peter Lane,2025-08-26,cairo
3091,Mouse,1250,Robert Fisher,2025-08-26,cairo
3092,Laptop,108000,Andre Chen,2025-08-26,cairo
3093,Laptop,24000,Andre Chen,2025-08-26,cairo
3094,Keyboard,3000,Jenny Jordan,2025-08-26,cairo
3095,Headphones,8000,Audrey Smith,2025-08-26,cairo
3096,Keyboard,4500,Tara Marsh,2025-08-26,tanta
3097,USB Flash Drive,300,Cody Roberts,2025-08-26,tanta
3098,USB Flash Drive,300,Lisa Ryan,2025-08-26,cairo
3099,USB Flash Drive,450,Kimberly Jordan,2025-08-26,cairo
3100,Mouse,1250,Cheryl Valdez,2025-08-26,tanta
3101,Printer,22500,Sharon Weber,2025-08-26,alex
3102,Keyboard,1000,Laura Bean,2025-08-26,tanta
3103,Headphones,2400,Mary Crane,2025-08-26,tanta
3104,Laptop,96000,Melissa Kent,2025-08-26,cairo
3105,Headphones,4800,Jason Johnson,2025-08-26,cairo
3106,USB Flash Drive,600,Diana Roberts,2025-08-26,cairo
3107,Laptop,36000,Laura Bowers,2025-08-26,tanta
3108,Printer,4500,Daniel Harrison,2025-08-26,cairo
3109,Monitor,27000,Richard Maxwell,2025-08-26,cairo
3110,Laptop,108000,Sarah Scott,2025-08-26,cairo
3111,Laptop,24000,Rachel Wiley,2025-08-26,cairo
3112,USB Flash Drive,1200,Bryce Butler,2025-08-26,tanta
3113,USB Flash Drive,750,Barbara Smith,2025-08-26,alex
3114,Mouse,750,Jill Morgan,2025-08-26,cairo
3115,USB Flash Drive,150,Renee Mathews,2025-08-26,alex
3116,Keyboard,4500,Jennifer Smith,2025-08-26,alex
3117,Printer,27000,Edward Tucker,2025-08-26,alex
3118,Monitor,24000,Ryan Miller,2025-08-26,alex
3119,Keyboard,5000,Jason Baldwin,2025-08-26,tanta
3120,Headphones,800,Kristen Miller,2025-08-26,tanta
3121,USB Flash Drive,600,Zachary Schaefer,2025-08-26,alex
3122,Headphones,2400,Philip Martinez,2025-08-26,tanta
3123,Keyboard,2000,Donald Guerrero,2025-08-26,cairo
3124,Keyboard,2500,Lisa Short,2025-08-26,tanta
3125,Printer,36000,Christina King,2025-08-26,alex
3126,Headphones,800,Natasha Sweeney,2025-08-26,alex
3127,Keyboard,4000,Timothy Hernandez,2025-08-26,tanta
3128,Mouse,750,Lee Garcia,2025-08-26,alex
3129,Mouse,1000,Jennifer Williams,2025-08-26,tanta
3130,Headphones,7200,Gary Collins,2025-08-26,tanta
3131,Keyboard,4500,Kevin Benitez,2025-08-26,alex
3132,Mouse,1500,Tara Edwards,2025-08-26,cairo
3133,Printer,18000,Drew Williams,2025-08-26,cairo
3134,Printer,36000,Benjamin Chapman,2025-08-26,cairo
3135,Keyboard,4500,Lance Kennedy,2025-08-26,alex
3136,Headphones,2400,Jeremy Kane,2025-08-26,cairo
3137,Keyboard,5000,Mallory Foster,2025-08-26,tanta
3138,Keyboard,5000,Troy Hood,2025-08-26,alex
3139,Mouse,1500,David Reed,2025-08-26,cairo
3140,Printer,36000,Geoffrey Bright,2025-08-26,tanta
3141,Mouse,500,Teresa Kline,2025-08-26,alex
3142,Keyboard,1500,Michael Cook,2025-08-26,cairo
3143,Keyboard,1500,Samuel Lee,2025-08-26,cairo
3144,Printer,4500,Jason Potter,2025-08-26,alex
3145,Monitor,30000,Frank Mcdaniel,2025-08-26,cairo
3146,Mouse,2000,Brooke Castillo,2025-08-26,cairo
3147,Printer,4500,Samantha Walker,2025-08-26,tanta
3148,Headphones,2400,Amanda Ross,2025-08-26,alex
3149,Keyboard,3500,Matthew Jones,2025-08-26,alex
3150,Headphones,3200,David Alexander,2025-08-26,cairo
3151,Monitor,12000,Andre Chen,2025-08-26,alex
3152,Mouse,750,Alexandria Campbell,2025-08-26,cairo
3153,Laptop,36000,James Smith,2025-08-26,tanta
3154,Mouse,250,Kelly Williams,2025-08-26,alex
3155,USB Flash Drive,750,Patricia Gross,2025-08-26,alex
3156,Keyboard,2000,Kevin Grant,2025-08-26,cairo
3157,Mouse,2500,Matthew Duffy,2025-08-26,cairo
3158,Laptop,108000,Ann Campbell,2025-08-26,alex
3159,Mouse,2250,Aaron Hall,2025-08-26,tanta
3160,Monitor,3000,Michael Solis,2025-08-26,tanta
3161,USB Flash Drive,1200,Cassandra Wheeler,2025-08-26,cairo
3162,Headphones,1600,Cheryl Fletcher,2025-08-26,alex
3163,Monitor,3000,Katie Bell,2025-08-26,cairo
3164,Printer,4500,Alex Brown,2025-08-26,tanta
3165,USB Flash Drive,450,James Anderson,2025-08-26,cairo
3166,Printer,22500,Sarah Perez,2025-08-26,cairo
3167,Printer,31500,Alexandra Mccoy,2025-08-26,alex
3168,Keyboard,500,Kelly Kelley,2025-08-26,tanta
3169,Printer,22500,Natalie Hoover,2025-08-26,cairo
3170,Keyboard,500,Mike Williams,2025-08-26,cairo
3171,Keyboard,2000,Nicholas Morrison,2025-08-26,tanta
3172,Monitor,30000,Patricia Gross,2025-08-26,cairo
3173,Monitor,27000,Joshua Munoz,2025-08-26,alex
3174,Printer,31500,Janet Greene,2025-08-26,tanta
3175,Keyboard,4500,Elizabeth Davis,2025-08-26,tanta
3176,Headphones,4800,Drew Williams,2025-08-26,alex
3177,Headphones,6400,Katie Gomez,2025-08-26,cairo
3178,USB Flash Drive,450,Timothy Hernandez,2025-08-26,tanta
3179,Headphones,2400,Donald Bennett,2025-08-26,tanta
3180,Mouse,750,Christopher Lynch,2025-08-26,tanta
3181,Printer,22500,Kenneth Reed,2025-08-26,tanta
3182,Printer,36000,Traci Elliott,2025-08-26,cairo
3183,Printer,18000,Katie Bell,2025-08-26,tanta
3184,Mouse,2500,Monique Larson,2025-08-26,tanta
3185,Headphones,7200,Crystal Moore,2025-08-26,alex
3186,Keyboard,3500,Brittany Bell,2025-08-26,tanta
3187,Mouse,2000,Ryan Wright,2025-08-26,cairo
3188,Monitor,27000,Curtis Barker,2025-08-26,alex
3189,USB Flash Drive,300,Mary Yang,2025-08-26,alex
3190,USB Flash Drive,1200,Paul Williams,2025-08-26,alex
3191,Monitor,27000,Samuel Hodges,2025-08-26,cairo
3192,Mouse,2500,Timothy Bryant,2025-08-26,alex
3193,Laptop,60000,Stephanie Matthews,2025-08-26,tanta
3194,Monitor,9000,Raymond Long,2025-08-26,tanta
3195,Keyboard,4000,Dylan Morris,2025-08-26,cairo
3196,Headphones,800,Jonathan Taylor,2025-08-26,tanta
3197,Mouse,1250,James Smith,2025-08-26,alex
3198,Printer,40500,Mary Bond,2025-08-26,cairo
3199,Printer,22500,Daniel Stone,2025-08-26,cairo
3200,Headphones,8000,Robert Gutierrez,2025-08-26,alex
3201,Keyboard,3000,James White,2025-08-26,tanta
3202,Keyboard,4000,Samuel Golden,2025-08-26,cairo
3203,Headphones,5600,Austin Brewer,2025-08-26,tanta
3204,Printer,31500,Albert Lopez,2025-08-26,cairo
3205,USB Flash Drive,600,Richard Hernandez,2025-08-26,cairo
3206,Monitor,24000,Patricia Shepard,2025-08-26,cairo
3207,Mouse,1500,Christopher Foster,2025-08-26,alex
3208,Monitor,18000,Jonathan Baker,2025-08-26,cairo
3209,Printer,36000,James Clay,2025-08-26,alex
3210,Printer,13500,Kelly Johnson,2025-08-26,cairo
3211,USB Flash Drive,300,Virginia Greene,2025-08-26,alex
3212,Printer,40500,Danielle Turner,2025-08-26,cairo
3213,Laptop,48000,Jack Schneider,2025-08-26,tanta
3214,Headphones,2400,Stephanie May,2025-08-26,tanta
3215,Mouse,500,Jennifer Marshall,2025-08-26,alex
3216,Monitor,30000,Christine Hurley,2025-08-26,alex
3217,Monitor,21000,Derrick Nguyen,2025-08-26,tanta
3218,Mouse,2500,Jeremiah Jenkins,2025-08-26,tanta
3219,Laptop,108000,Christine Hunter,2025-08-26,alex
3220,Headphones,800,Cheryl Fletcher,2025-08-26,alex
3221,USB Flash Drive,900,Diana Roberts,2025-08-26,tanta
3222,Monitor,21000,John Williams,2025-08-26,alex
3223,Monitor,12000,Mathew Washington,2025-08-26,alex
3224,Laptop,120000,Ellen Salazar,2025-08-26,alex
3225,Headphones,4800,Mary Anderson,2025-08-26,tanta
3226,Mouse,2250,Amber Wright,2025-08-26,alex
3227,Headphones,1600,Melinda Greene,2025-08-26,tanta
3228,USB Flash Drive,1350,John Munoz,2025-08-26,alex
3229,Laptop,108000,James Lynch,2025-08-26,alex
3230,Laptop,72000,Mario Sutton,2025-08-26,tanta
3231,Mouse,2000,Jessica Bishop,2025-08-26,cairo
3232,Keyboard,4500,Denise Bray,2025-08-26,tanta
3233,Keyboard,5000,Theresa Mays,2025-08-26,cairo
3234,USB Flash Drive,1500,Christina King,2025-08-26,cairo
3235,Printer,31500,Daniel Prince,2025-08-26,tanta
3236,Mouse,1000,Jennifer Anderson,2025-08-26,alex
3237,Monitor,6000,Sarah Perez,2025-08-26,tanta
3238,Printer,4500,Christine Wise,2025-08-26,tanta
3239,Headphones,8000,Madison Cortez,2025-08-26,tanta
3240,Mouse,500,Robin Sampson,2025-08-26,cairo
3241,Laptop,48000,Kenneth Hansen,2025-08-26,alex
3242,Monitor,18000,Jessica Smith,2025-08-26,alex
3243,Headphones,3200,William Anderson,2025-08-26,tanta
3244,Monitor,21000,Kelly Weber,2025-08-26,tanta
3245,Headphones,3200,Joseph Nielsen,2025-08-26,alex
3246,Printer,9000,Ashley Fisher,2025-08-26,alex
3247,Mouse,750,Samantha Clark,2025-08-26,alex
3248,Laptop,24000,Clayton Hurst,2025-08-26,tanta
3249,Printer,27000,Laurie Phillips,2025-08-26,tanta
3250,USB Flash Drive,450,Lisa Garcia,2025-08-26,alex
3251,Mouse,2000,Cody Roberts,2025-08-26,cairo
3252,Monitor,18000,Michelle Simpson,2025-08-26,alex
3253,Monitor,15000,Robert Gutierrez,2025-08-26,alex
3254,Mouse,1750,Tiffany Ross,2025-08-26,alex
3255,Printer,9000,Christine Hurley,2025-08-26,tanta
3256,Printer,36000,Timothy Jackson,2025-08-26,tanta
3257,Printer,36000,Jeremy Mccann,2025-08-26,tanta
3258,Monitor,24000,Kim Murphy,2025-08-26,alex
3259,Monitor,27000,Joseph Martin,2025-08-26,alex
3260,Printer,18000,Anne Leblanc,2025-08-26,tanta
3261,Keyboard,4000,Emily Carroll,2025-08-26,tanta
3262,Printer,13500,Christina Mcdonald,2025-08-26,tanta
3263,Keyboard,1000,Roy Robertson,2025-08-26,alex
3264,Printer,36000,Michelle Green,2025-08-26,tanta
3265,Mouse,2000,Warren Wiley,2025-08-26,cairo
3266,Headphones,4000,Sharon Lewis,2025-08-26,tanta
3267,Keyboard,1500,Jay Reese,2025-08-26,alex
3268,USB Flash Drive,1200,Amanda Burton,2025-08-26,alex
3269,Mouse,500,Tiffany Murray,2025-08-26,tanta
3270,Printer,4500,Jennifer Peck,2025-08-26,cairo
3271,Laptop,12000,Anthony Smith,2025-08-26,alex
3272,Printer,22500,Taylor Hunt,2025-08-26,cairo
3273,Mouse,1750,Jason Dixon,2025-08-26,cairo
3274,USB Flash Drive,450,Clayton Miller,2025-08-26,tanta
3275,USB Flash Drive,600,Mark Mathews,2025-08-26,tanta
3276,Laptop,96000,Aaron Richards,2025-08-26,alex
3277,Monitor,30000,Dustin Martinez,2025-08-26,tanta
3278,Headphones,800,Jeffery Gonzalez,2025-08-26,tanta
3279,Keyboard,4500,Tara Foster,2025-08-26,cairo
3280,Headphones,800,Jonathan Taylor,2025-08-26,tanta
3281,Monitor,6000,John Barnes,2025-08-26,cairo
3282,Printer,36000,Wanda Fletcher,2025-08-26,alex
3283,Printer,13500,Ryan Wright,2025-08-26,cairo
3284,Monitor,30000,Lisa Lee,2025-08-26,tanta
3285,Laptop,36000,Christine Young,2025-08-26,cairo
3286,USB Flash Drive,450,Kara Benton,2025-08-26,tanta
3287,Headphones,4000,Kyle Church,2025-08-26,alex
3288,Laptop,48000,Joe Moore,2025-08-26,alex
3289,Laptop,84000,Glenda Parker,2025-08-26,alex
3290,Monitor,9000,Jennifer Peck,2025-08-26,tanta
3291,Monitor,12000,Derrick Chung,2025-08-26,cairo
3292,Headphones,4800,Carla Gardner,2025-08-26,alex
3293,Mouse,500,Katherine Stevens,2025-08-26,tanta
3294,Printer,36000,Jimmy Williams,2025-08-26,alex
3295,Mouse,750,Christine Gonzalez,2025-08-26,cairo
3296,Keyboard,2000,Keith Mckenzie,2025-08-26,alex
3297,Keyboard,4500,Austin Brewer,2025-08-26,tanta
3298,Printer,40500,Jacqueline Stephenson,2025-08-26,cairo
3299,Keyboard,1500,Ashlee Dean,2025-08-26,tanta
3300,Monitor,12000,Erica Dean,2025-08-26,tanta
3301,Keyboard,3500,Mackenzie Adams,2025-08-26,alex
3302,Mouse,1500,Jack Kim,2025-08-26,tanta
3303,Keyboard,4500,Charles Everett,2025-08-26,tanta
3304,USB Flash Drive,750,Christine Wise,2025-08-26,cairo
3305,USB Flash Drive,150,Katherine Stevens,2025-08-26,tanta
3306,Monitor,27000,Hannah Lee,2025-08-26,cairo
3307,Keyboard,4000,David Parker,2025-08-26,tanta
3308,USB Flash Drive,750,Cassandra Leblanc,2025-08-26,tanta
3309,Laptop,84000,Albert Cobb,2025-08-26,tanta
3310,USB Flash Drive,150,Austin Anderson,2025-08-26,cairo
3311,Mouse,1500,Ashley Henry,2025-08-26,tanta
3312,USB Flash Drive,900,David Morse,2025-08-26,alex
3313,Printer,45000,Julian Davidson,2025-08-26,tanta
3314,Printer,9000,John Mason,2025-08-26,cairo
3315,USB Flash Drive,300,Michael Lawrence,2025-08-26,tanta
3316,Monitor,24000,Christopher Garcia,2025-08-26,cairo
3317,Printer,4500,Ashley Perez,2025-08-26,alex
3318,Mouse,750,Cynthia West,2025-08-26,tanta
3319,Keyboard,2500,Jennifer Smith,2025-08-26,cairo
3320,Headphones,800,David Barber,2025-08-26,cairo
3321,USB Flash Drive,300,James Morrison,2025-08-26,cairo
3322,Laptop,108000,Jason Gutierrez,2025-08-26,cairo
3323,Mouse,1250,Maria Mckinney,2025-08-26,tanta
3324,Monitor,27000,Elizabeth Sampson,2025-08-26,cairo
3325,Mouse,2250,Erica Jackson,2025-08-26,cairo
3326,USB Flash Drive,750,Robert Wilson,2025-08-26,tanta
3327,Laptop,120000,Kenneth Gutierrez,2025-08-26,alex
3328,Mouse,250,David Hamilton,2025-08-26,tanta
3329,Keyboard,4500,Adrienne Mata,2025-08-26,cairo
3330,Monitor,9000,Monica Garcia,2025-08-26,alex
3331,Mouse,500,James Warren,2025-08-26,alex
3332,Printer,18000,Crystal Baker,2025-08-26,alex
3333,Mouse,2250,Adrienne Mata,2025-08-26,tanta
3334,Headphones,8000,Kimberly Jordan,2025-08-26,tanta
3335,Keyboard,4500,Angel Sanchez,2025-08-26,alex
3336,Laptop,24000,Aaron Jordan,2025-08-26,cairo
3337,Printer,36000,Tracy Liu,2025-08-26,tanta
3338,Headphones,6400,Anne Graham,2025-08-26,alex
3339,Monitor,24000,Lisa Henry,2025-08-26,cairo
3340,Mouse,250,Kathryn Oconnor,2025-08-26,alex
3341,Headphones,6400,Crystal Baker,2025-08-26,cairo
3342,Laptop,36000,Sheila Brooks,2025-08-26,cairo
3343,Printer,18000,Michael Lee,2025-08-26,alex
3344,Mouse,2250,Natasha Reese,2025-08-26,cairo
3345,Printer,22500,David Buckley,2025-08-26,alex
3346,USB Flash Drive,1350,Anthony Whitney,2025-08-26,cairo
3347,Keyboard,2500,Margaret Guzman,2025-08-26,tanta
3348,Keyboard,3500,Matthew Page,2025-08-26,alex
3349,Printer,4500,Michael Knight,2025-08-26,cairo
3350,USB Flash Drive,150,Kerry Cardenas,2025-08-26,alex
3351,Keyboard,2000,Michelle Dixon,2025-08-26,cairo
3352,Printer,22500,Jessica Hoover,2025-08-26,tanta
3353,Monitor,27000,Mary Harris,2025-08-26,tanta
3354,Headphones,3200,Mark Patel,2025-08-26,alex
3355,Printer,9000,Lisa Roberts,2025-08-26,cairo
3356,Headphones,6400,David Parker,2025-08-26,tanta
3357,Printer,18000,Allen Harrell,2025-08-26,cairo
3358,USB Flash Drive,600,Jennifer Ingram,2025-08-26,tanta
3359,Headphones,800,Edward Lopez,2025-08-26,alex
3360,Mouse,1750,Vanessa Curtis,2025-08-26,alex
3361,Monitor,15000,Brenda Miranda,2025-08-26,alex
3362,Laptop,84000,Terri Kim,2025-08-26,alex
3363,Keyboard,3500,Daniel Sharp,2025-08-26,alex
3364,USB Flash Drive,1350,Bryan Wilkins,2025-08-26,alex
3365,Keyboard,5000,David Hamilton,2025-08-26,alex
3366,USB Flash Drive,300,Russell Pruitt,2025-08-26,alex
3367,Keyboard,4000,Virginia Wood,2025-08-26,tanta
3368,Laptop,96000,Meghan Wright,2025-08-26,cairo
3369,Mouse,1000,Pedro Thomas,2025-08-26,alex
3370,Printer,4500,Jessica Bishop,2025-08-26,tanta
3371,Keyboard,5000,Frank Mcdaniel,2025-08-26,tanta
3372,Laptop,84000,Mary Yang,2025-08-26,alex
3373,Headphones,800,Rachel Gallagher,2025-08-26,alex
3374,Monitor,24000,Jessica Richardson,2025-08-26,tanta
3375,Printer,45000,Keith Mckenzie,2025-08-26,cairo
3376,Headphones,2400,David Fletcher,2025-08-26,tanta
3377,Monitor,15000,Paige Mccann,2025-08-26,cairo
3378,Headphones,7200,Michael Johnson,2025-08-26,cairo
3379,Mouse,2500,Robert Gutierrez,2025-08-26,alex
3380,Headphones,4800,Cynthia Burke,2025-08-26,cairo
3381,Printer,9000,Keith Mckee,2025-08-26,tanta
3382,Monitor,30000,Jessica Lewis,2025-08-26,tanta
3383,Keyboard,1000,Kevin Buckley,2025-08-26,cairo
3384,Monitor,21000,Tracy Evans,2025-08-26,cairo
3385,Headphones,1600,Michael Thompson,2025-08-26,cairo
3386,USB Flash Drive,1200,Timothy Rice,2025-08-26,tanta
3387,Mouse,250,Cindy Hansen,2025-08-26,tanta
3388,Monitor,24000,Lisa Gonzalez,2025-08-26,tanta
3389,Laptop,36000,Taylor Hunt,2025-08-26,alex
3390,Monitor,3000,Daniel Ryan,2025-08-26,cairo
3391,Monitor,6000,Deanna Jones,2025-08-26,alex
3392,Mouse,1750,Victoria Wilson,2025-08-26,alex
3393,Printer,27000,Jeremy Lee,2025-08-26,tanta
3394,Monitor,27000,Jonathan Harrington,2025-08-26,alex
3395,Monitor,15000,Kathryn Munoz,2025-08-26,alex
3396,USB Flash Drive,900,Kelsey Boyer,2025-08-26,cairo
3397,Headphones,3200,Jason Potter,2025-08-26,alex
3398,Mouse,2500,Tyler Bonilla,2025-08-26,tanta
3399,Keyboard,1500,Rhonda Johnson,2025-08-26,tanta
3400,Monitor,6000,Rodney Pineda,2025-08-26,alex
3401,USB Flash Drive,900,Marilyn Cooper,2025-08-26,cairo
3402,Laptop,12000,Tony Miller,2025-08-26,alex
3403,Monitor,24000,Melissa Gaines,2025-08-26,tanta
3404,USB Flash Drive,600,Brent Goodwin,2025-08-26,cairo
3405,Headphones,5600,Joshua Ross,2025-08-26,tanta
3406,USB Flash Drive,450,Frances Hendrix,2025-08-26,cairo
3407,Headphones,2400,Michael Watson,2025-08-26,tanta
3408,Laptop,84000,Derrick Chung,2025-08-26,alex
3409,Laptop,12000,Joseph Martin,2025-08-26,alex
3410,Laptop,12000,Luke Smith,2025-08-26,cairo
3411,Laptop,72000,Kimberly Thompson,2025-08-26,tanta
3412,Printer,18000,Lisa Harris,2025-08-26,tanta
3413,USB Flash Drive,750,Rebecca Sparks,2025-08-26,cairo
3414,Printer,4500,Susan Ramirez,2025-08-26,alex
3415,Keyboard,2500,Brittany Proctor,2025-08-26,alex
3416,USB Flash Drive,300,Angela Vargas,2025-08-26,cairo
3417,Monitor,30000,Meagan Wagner,2025-08-26,tanta
3418,Printer,31500,Kelly Williams,2025-08-26,tanta
3419,Monitor,21000,Ashley Johnson,2025-08-26,alex
3420,Monitor,21000,Heidi Norman,2025-08-26,tanta
3421,Printer,13500,Wayne Pineda,2025-08-26,cairo
3422,Monitor,27000,Steven Carson,2025-08-26,cairo
3423,Headphones,4000,Travis Edwards,2025-08-26,alex
3424,Monitor,18000,Jason Torres,2025-08-26,alex
3425,Printer,40500,Ryan Raymond,2025-08-26,alex
3426,Headphones,800,Christopher Jones,2025-08-26,cairo
3427,Keyboard,5000,Tiffany Phillips,2025-08-26,tanta
3428,Keyboard,3500,Jill Snyder,2025-08-26,alex
3429,Mouse,2000,Michael Ward,2025-08-26,alex
3430,Mouse,250,Philip Farrell,2025-08-26,cairo
3431,Laptop,120000,Peggy Cox,2025-08-26,alex
3432,Printer,40500,Amber Weber,2025-08-26,tanta
3433,Mouse,2000,Frank Miranda,2025-08-26,alex
3434,Mouse,1500,Bridget Downs,2025-08-26,cairo
3435,Monitor,12000,Andrew Rogers,2025-08-26,tanta
3436,Mouse,500,Hayley Holmes,2025-08-26,cairo
3437,Mouse,2000,Renee James,2025-08-26,tanta
3438,Monitor,12000,Erica Pittman,2025-08-26,alex
3439,Laptop,24000,John Burns,2025-08-26,alex
3440,Mouse,2250,William Bryant,2025-08-26,alex
3441,Headphones,800,Trevor Perry,2025-08-26,alex
3442,Printer,45000,Jacqueline Johnson,2025-08-26,cairo
3443,Headphones,3200,Kevin Nelson,2025-08-26,alex
3444,USB Flash Drive,1350,Jonathan Johnson,2025-08-26,cairo
